Effective Radius [µm], Depth [m], IWC [g/m³], LW RF [W/m²]
4.613169e+00,4.413261e+01,2.080435e-03,3.045600e+00
4.613169e+00,2.601645e+01,2.080435e-03,2.057700e+00
5.386476e+00,2.989955e+01,2.061656e-03,2.182200e+00
5.386476e+00,5.071963e+01,2.061656e-03,3.279400e+00
5.386476e+00,6.407046e+01,2.061656e-03,3.945200e+00
5.386476e+00,7.410539e+01,2.061656e-03,4.450800e+00
5.386476e+00,8.205022e+01,2.061656e-03,4.851600e+00
5.386476e+00,8.846983e+01,2.061656e-03,5.149900e+00
5.386476e+00,9.367832e+01,2.061656e-03,5.446400e+00
5.386476e+00,9.786924e+01,2.061656e-03,5.643100e+00
5.386476e+00,1.011691e+02,2.061656e-03,5.790100e+00
5.386476e+00,1.036631e+02,2.061656e-03,5.936700e+00
5.386476e+00,1.054084e+02,2.061656e-03,5.985500e+00
5.386476e+00,1.064418e+02,2.061656e-03,6.034200e+00
5.386476e+00,1.067841e+02,2.061656e-03,6.082900e+00
5.386476e+00,1.064418e+02,2.061656e-03,6.034200e+00
5.386476e+00,1.054084e+02,2.061656e-03,5.985500e+00
5.386476e+00,1.036631e+02,2.061656e-03,5.936700e+00
5.386476e+00,1.011691e+02,2.061656e-03,5.790100e+00
5.386476e+00,9.786924e+01,2.061656e-03,5.643100e+00
5.386476e+00,9.367832e+01,2.061656e-03,5.446400e+00
5.386476e+00,8.846983e+01,2.061656e-03,5.149900e+00
5.386476e+00,8.205022e+01,2.061656e-03,4.851600e+00
5.386476e+00,7.410539e+01,2.061656e-03,4.450800e+00
5.386476e+00,6.407046e+01,2.061656e-03,3.945200e+00
5.386476e+00,5.071963e+01,2.061656e-03,3.279400e+00
5.386476e+00,2.989955e+01,2.061656e-03,2.182200e+00
6.143543e+00,3.409228e+01,2.048050e-03,2.208500e+00
6.143543e+00,5.783192e+01,2.048050e-03,3.360900e+00
6.143543e+00,7.305490e+01,2.048050e-03,4.066100e+00
6.143543e+00,8.449700e+01,2.048050e-03,4.576400e+00
6.143543e+00,9.355591e+01,2.048050e-03,5.035700e+00
6.143543e+00,1.008757e+02,2.048050e-03,5.354600e+00
6.143543e+00,1.068146e+02,2.048050e-03,5.626200e+00
6.143543e+00,1.115932e+02,2.048050e-03,5.851500e+00
6.143543e+00,1.153558e+02,2.048050e-03,5.986100e+00
6.143543e+00,1.181995e+02,2.048050e-03,6.120500e+00
6.143543e+00,1.201896e+02,2.048050e-03,6.209800e+00
6.143543e+00,1.213679e+02,2.048050e-03,6.254400e+00
6.143543e+00,1.217582e+02,2.048050e-03,6.299000e+00
6.143543e+00,1.213679e+02,2.048050e-03,6.254400e+00
6.143543e+00,1.201896e+02,2.048050e-03,6.209800e+00
6.143543e+00,1.181995e+02,2.048050e-03,6.120500e+00
6.143543e+00,1.153558e+02,2.048050e-03,5.986100e+00
6.143543e+00,1.115932e+02,2.048050e-03,5.851500e+00
6.143543e+00,1.068146e+02,2.048050e-03,5.626200e+00
6.143543e+00,1.008757e+02,2.048050e-03,5.354600e+00
6.143543e+00,9.355591e+01,2.048050e-03,5.035700e+00
6.143543e+00,8.449700e+01,2.048050e-03,4.576400e+00
6.143543e+00,7.305490e+01,2.048050e-03,4.066100e+00
6.143543e+00,5.783192e+01,2.048050e-03,3.360900e+00
6.143543e+00,3.409228e+01,2.048050e-03,2.208500e+00
6.900059e+00,3.864687e+01,2.036191e-03,2.250300e+00
6.900059e+00,6.555802e+01,2.036191e-03,3.435100e+00
6.900059e+00,8.281471e+01,2.036191e-03,4.164900e+00
6.900059e+00,9.578544e+01,2.036191e-03,4.715200e+00
6.900059e+00,1.060546e+02,2.036191e-03,5.134300e+00
6.900059e+00,1.143523e+02,2.036191e-03,5.466900e+00
6.900059e+00,1.210846e+02,2.036191e-03,5.756100e+00
6.900059e+00,1.265016e+02,2.036191e-03,6.002700e+00
6.900059e+00,1.307669e+02,2.036191e-03,6.166300e+00
6.900059e+00,1.339905e+02,2.036191e-03,6.288700e+00
6.900059e+00,1.362464e+02,2.036191e-03,6.370100e+00
6.900059e+00,1.375821e+02,2.036191e-03,6.451400e+00
6.900059e+00,1.380245e+02,2.036191e-03,6.451400e+00
6.900059e+00,1.375821e+02,2.036191e-03,6.451400e+00
6.900059e+00,1.362464e+02,2.036191e-03,6.370100e+00
6.900059e+00,1.339905e+02,2.036191e-03,6.288700e+00
6.900059e+00,1.307669e+02,2.036191e-03,6.166300e+00
6.900059e+00,1.265016e+02,2.036191e-03,6.002700e+00
6.900059e+00,1.210846e+02,2.036191e-03,5.756100e+00
6.900059e+00,1.143523e+02,2.036191e-03,5.466900e+00
6.900059e+00,1.060546e+02,2.036191e-03,5.134300e+00
6.900059e+00,9.578544e+01,2.036191e-03,4.715200e+00
6.900059e+00,8.281471e+01,2.036191e-03,4.164900e+00
6.900059e+00,6.555802e+01,2.036191e-03,3.435100e+00
6.900059e+00,3.864687e+01,2.036191e-03,2.250300e+00
7.668102e+00,4.364916e+01,2.024708e-03,2.265300e+00
7.668102e+00,7.404358e+01,2.024708e-03,3.466700e+00
7.668102e+00,9.353391e+01,2.024708e-03,4.249600e+00
7.668102e+00,1.081835e+02,2.024708e-03,4.789700e+00
7.668102e+00,1.197818e+02,2.024708e-03,5.247800e+00
7.668102e+00,1.291536e+02,2.024708e-03,5.588500e+00
7.668102e+00,1.367573e+02,2.024708e-03,5.889300e+00
7.668102e+00,1.428754e+02,2.024708e-03,6.113700e+00
7.668102e+00,1.476928e+02,2.024708e-03,6.300000e+00
7.668102e+00,1.513336e+02,2.024708e-03,6.411400e+00
7.668102e+00,1.538815e+02,2.024708e-03,6.522600e+00
7.668102e+00,1.553902e+02,2.024708e-03,6.559500e+00
7.668102e+00,1.558898e+02,2.024708e-03,6.596500e+00
7.668102e+00,1.553902e+02,2.024708e-03,6.559500e+00
7.668102e+00,1.538815e+02,2.024708e-03,6.522600e+00
7.668102e+00,1.513336e+02,2.024708e-03,6.411400e+00
7.668102e+00,1.476928e+02,2.024708e-03,6.300000e+00
7.668102e+00,1.428754e+02,2.024708e-03,6.113700e+00
7.668102e+00,1.367573e+02,2.024708e-03,5.889300e+00
7.668102e+00,1.291536e+02,2.024708e-03,5.588500e+00
7.668102e+00,1.197818e+02,2.024708e-03,5.247800e+00
7.668102e+00,1.081835e+02,2.024708e-03,4.789700e+00
7.668102e+00,9.353391e+01,2.024708e-03,4.249600e+00
7.668102e+00,7.404358e+01,2.024708e-03,3.466700e+00
7.668102e+00,4.364916e+01,2.024708e-03,2.265300e+00
8.457334e+00,4.919994e+01,2.012758e-03,2.297600e+00
8.457334e+00,8.345956e+01,2.012758e-03,3.560000e+00
8.457334e+00,1.054284e+02,2.012758e-03,4.357700e+00
8.457334e+00,1.219410e+02,2.012758e-03,4.964700e+00
8.457334e+00,1.350143e+02,2.012758e-03,5.423600e+00
8.457334e+00,1.455778e+02,2.012758e-03,5.808600e+00
8.457334e+00,1.541484e+02,2.012758e-03,6.086600e+00
8.457334e+00,1.610446e+02,2.012758e-03,6.328600e+00
8.457334e+00,1.664746e+02,2.012758e-03,6.500600e+00
8.457334e+00,1.705785e+02,2.012758e-03,6.672100e+00
8.457334e+00,1.734503e+02,2.012758e-03,6.740600e+00
8.457334e+00,1.751509e+02,2.012758e-03,6.808900e+00
8.457334e+00,1.757141e+02,2.012758e-03,6.843000e+00
8.457334e+00,1.751509e+02,2.012758e-03,6.808900e+00
8.457334e+00,1.734503e+02,2.012758e-03,6.740600e+00
8.457334e+00,1.705785e+02,2.012758e-03,6.672100e+00
8.457334e+00,1.664746e+02,2.012758e-03,6.500600e+00
8.457334e+00,1.610446e+02,2.012758e-03,6.328600e+00
8.457334e+00,1.541484e+02,2.012758e-03,6.086600e+00
8.457334e+00,1.455778e+02,2.012758e-03,5.808600e+00
8.457334e+00,1.350143e+02,2.012758e-03,5.423600e+00
8.457334e+00,1.219410e+02,2.012758e-03,4.964700e+00
8.457334e+00,1.054284e+02,2.012758e-03,4.357700e+00
8.457334e+00,8.345956e+01,2.012758e-03,3.560000e+00
8.457334e+00,4.919994e+01,2.012758e-03,2.297600e+00
9.276325e+00,5.541140e+01,2.000004e-03,2.330200e+00
9.276325e+00,9.399627e+01,2.000004e-03,3.661400e+00
9.276325e+00,1.187387e+02,2.000004e-03,4.493700e+00
9.276325e+00,1.373360e+02,2.000004e-03,5.083800e+00
9.276325e+00,1.520597e+02,2.000004e-03,5.569800e+00
9.276325e+00,1.639569e+02,2.000004e-03,5.955000e+00
9.276325e+00,1.736095e+02,2.000004e-03,6.273700e+00
9.276325e+00,1.813764e+02,2.000004e-03,6.495600e+00
9.276325e+00,1.874919e+02,2.000004e-03,6.684900e+00
9.276325e+00,1.921139e+02,2.000004e-03,6.842200e+00
9.276325e+00,1.953483e+02,2.000004e-03,6.936200e+00
9.276325e+00,1.972636e+02,2.000004e-03,6.998900e+00
9.276325e+00,1.978978e+02,2.000004e-03,7.030200e+00
9.276325e+00,1.972636e+02,2.000004e-03,6.998900e+00
9.276325e+00,1.953483e+02,2.000004e-03,6.936200e+00
9.276325e+00,1.921139e+02,2.000004e-03,6.842200e+00
9.276325e+00,1.874919e+02,2.000004e-03,6.684900e+00
9.276325e+00,1.813764e+02,2.000004e-03,6.495600e+00
9.276325e+00,1.736095e+02,2.000004e-03,6.273700e+00
9.276325e+00,1.639569e+02,2.000004e-03,5.955000e+00
9.276325e+00,1.520597e+02,2.000004e-03,5.569800e+00
9.276325e+00,1.373360e+02,2.000004e-03,5.083800e+00
9.276325e+00,1.187387e+02,2.000004e-03,4.493700e+00
9.276325e+00,9.399627e+01,2.000004e-03,3.661400e+00
9.276325e+00,5.541140e+01,2.000004e-03,2.330200e+00
1.013246e+01,6.240759e+01,1.986020e-03,2.358000e+00
1.013246e+01,1.058642e+02,1.986020e-03,3.728500e+00
1.013246e+01,1.337305e+02,1.986020e-03,4.578400e+00
1.013246e+01,1.546759e+02,1.986020e-03,5.205600e+00
1.013246e+01,1.712587e+02,1.986020e-03,5.677700e+00
1.013246e+01,1.846579e+02,1.986020e-03,6.087100e+00
1.013246e+01,1.955293e+02,1.986020e-03,6.406200e+00
1.013246e+01,2.042768e+02,1.986020e-03,6.637000e+00
1.013246e+01,2.111644e+02,1.986020e-03,6.838000e+00
1.013246e+01,2.163700e+02,1.986020e-03,6.981100e+00
1.013246e+01,2.200128e+02,1.986020e-03,7.095300e+00
1.013246e+01,2.221699e+02,1.986020e-03,7.152200e+00
1.013246e+01,2.228842e+02,1.986020e-03,7.180700e+00
1.013246e+01,2.221699e+02,1.986020e-03,7.152200e+00
1.013246e+01,2.200128e+02,1.986020e-03,7.095300e+00
1.013246e+01,2.163700e+02,1.986020e-03,6.981100e+00
1.013246e+01,2.111644e+02,1.986020e-03,6.838000e+00
1.013246e+01,2.042768e+02,1.986020e-03,6.637000e+00
1.013246e+01,1.955293e+02,1.986020e-03,6.406200e+00
1.013246e+01,1.846579e+02,1.986020e-03,6.087100e+00
1.013246e+01,1.712587e+02,1.986020e-03,5.677700e+00
1.013246e+01,1.546759e+02,1.986020e-03,5.205600e+00
1.013246e+01,1.337305e+02,1.986020e-03,4.578400e+00
1.013246e+01,1.058642e+02,1.986020e-03,3.728500e+00
1.013246e+01,6.240759e+01,1.986020e-03,2.358000e+00
1.103262e+01,7.032539e+01,1.970531e-03,2.406200e+00
1.103262e+01,1.192954e+02,1.970531e-03,3.806400e+00
1.103262e+01,1.506973e+02,1.970531e-03,4.696700e+00
1.103262e+01,1.743000e+02,1.970531e-03,5.325900e+00
1.103262e+01,1.929867e+02,1.970531e-03,5.839200e+00
1.103262e+01,2.080860e+02,1.970531e-03,6.240600e+00
1.103262e+01,2.203366e+02,1.970531e-03,6.559200e+00
1.103262e+01,2.301939e+02,1.970531e-03,6.823000e+00
1.103262e+01,2.379554e+02,1.970531e-03,7.033100e+00
1.103262e+01,2.438214e+02,1.970531e-03,7.190000e+00
1.103262e+01,2.479264e+02,1.970531e-03,7.294300e+00
1.103262e+01,2.503571e+02,1.970531e-03,7.346400e+00
1.103262e+01,2.511621e+02,1.970531e-03,7.372400e+00
1.103262e+01,2.503571e+02,1.970531e-03,7.346400e+00
1.103262e+01,2.479264e+02,1.970531e-03,7.294300e+00
1.103262e+01,2.438214e+02,1.970531e-03,7.190000e+00
1.103262e+01,2.379554e+02,1.970531e-03,7.033100e+00
1.103262e+01,2.301939e+02,1.970531e-03,6.823000e+00
1.103262e+01,2.203366e+02,1.970531e-03,6.559200e+00
1.103262e+01,2.080860e+02,1.970531e-03,6.240600e+00
1.103262e+01,1.929867e+02,1.970531e-03,5.839200e+00
1.103262e+01,1.743000e+02,1.970531e-03,5.325900e+00
1.103262e+01,1.506973e+02,1.970531e-03,4.696700e+00
1.103262e+01,1.192954e+02,1.970531e-03,3.806400e+00
1.103262e+01,7.032539e+01,1.970531e-03,2.406200e+00
1.198306e+01,7.931558e+01,1.953231e-03,2.429800e+00
1.198306e+01,1.345458e+02,1.953231e-03,3.880600e+00
1.198306e+01,1.699620e+02,1.953231e-03,4.762800e+00
1.198306e+01,1.965820e+02,1.953231e-03,5.431500e+00
1.198306e+01,2.176575e+02,1.953231e-03,5.944900e+00
1.198306e+01,2.346870e+02,1.953231e-03,6.356400e+00
1.198306e+01,2.485038e+02,1.953231e-03,6.692500e+00
1.198306e+01,2.596212e+02,1.953231e-03,6.955000e+00
1.198306e+01,2.683749e+02,1.953231e-03,7.144900e+00
1.198306e+01,2.749908e+02,1.953231e-03,7.310400e+00
1.198306e+01,2.796206e+02,1.953231e-03,7.428300e+00
1.198306e+01,2.823620e+02,1.953231e-03,7.475400e+00
1.198306e+01,2.832699e+02,1.953231e-03,7.498900e+00
1.198306e+01,2.823620e+02,1.953231e-03,7.475400e+00
1.198306e+01,2.796206e+02,1.953231e-03,7.428300e+00
1.198306e+01,2.749908e+02,1.953231e-03,7.310400e+00
1.198306e+01,2.683749e+02,1.953231e-03,7.144900e+00
1.198306e+01,2.596212e+02,1.953231e-03,6.955000e+00
1.198306e+01,2.485038e+02,1.953231e-03,6.692500e+00
1.198306e+01,2.346870e+02,1.953231e-03,6.356400e+00
1.198306e+01,2.176575e+02,1.953231e-03,5.944900e+00
1.198306e+01,1.965820e+02,1.953231e-03,5.431500e+00
1.198306e+01,1.699620e+02,1.953231e-03,4.762800e+00
1.198306e+01,1.345458e+02,1.953231e-03,3.880600e+00
1.198306e+01,7.931558e+01,1.953231e-03,2.429800e+00
1.299170e+01,8.954396e+01,1.934745e-03,2.484500e+00
1.299170e+01,1.518965e+02,1.934745e-03,3.944500e+00
1.299170e+01,1.918799e+02,1.934745e-03,4.860300e+00
1.299170e+01,2.219328e+02,1.934745e-03,5.534800e+00
1.299170e+01,2.457262e+02,1.934745e-03,6.067100e+00
1.299170e+01,2.649518e+02,1.934745e-03,6.484100e+00
1.299170e+01,2.805503e+02,1.934745e-03,6.832400e+00
1.299170e+01,2.931014e+02,1.934745e-03,7.091800e+00
1.299170e+01,3.029840e+02,1.934745e-03,7.306900e+00
1.299170e+01,3.104530e+02,1.934745e-03,7.456900e+00
1.299170e+01,3.156799e+02,1.934745e-03,7.585100e+00
1.299170e+01,3.187749e+02,1.934745e-03,7.649000e+00
1.299170e+01,3.197999e+02,1.934745e-03,7.670300e+00
1.299170e+01,3.187749e+02,1.934745e-03,7.649000e+00
1.299170e+01,3.156799e+02,1.934745e-03,7.585100e+00
1.299170e+01,3.104530e+02,1.934745e-03,7.456900e+00
1.299170e+01,3.029840e+02,1.934745e-03,7.306900e+00
1.299170e+01,2.931014e+02,1.934745e-03,7.091800e+00
1.299170e+01,2.805503e+02,1.934745e-03,6.832400e+00
1.299170e+01,2.649518e+02,1.934745e-03,6.484100e+00
1.299170e+01,2.457262e+02,1.934745e-03,6.067100e+00
1.299170e+01,2.219328e+02,1.934745e-03,5.534800e+00
1.299170e+01,1.918799e+02,1.934745e-03,4.860300e+00
1.299170e+01,1.518965e+02,1.934745e-03,3.944500e+00
1.299170e+01,8.954396e+01,1.934745e-03,2.484500e+00
1.406422e+01,1.011975e+02,1.914541e-03,2.528900e+00
1.406422e+01,1.716649e+02,1.914541e-03,4.059300e+00
1.406422e+01,2.168519e+02,1.914541e-03,5.000900e+00
1.406422e+01,2.508160e+02,1.914541e-03,5.699000e+00
1.406422e+01,2.777059e+02,1.914541e-03,6.245600e+00
1.406422e+01,2.994336e+02,1.914541e-03,6.666100e+00
1.406422e+01,3.170622e+02,1.914541e-03,7.023500e+00
1.406422e+01,3.312467e+02,1.914541e-03,7.299400e+00
1.406422e+01,3.424155e+02,1.914541e-03,7.515100e+00
1.406422e+01,3.508566e+02,1.914541e-03,7.690800e+00
1.406422e+01,3.567637e+02,1.914541e-03,7.807500e+00
1.406422e+01,3.602614e+02,1.914541e-03,7.865800e+00
1.406422e+01,3.614198e+02,1.914541e-03,7.885200e+00
1.406422e+01,3.602614e+02,1.914541e-03,7.865800e+00
1.406422e+01,3.567637e+02,1.914541e-03,7.807500e+00
1.406422e+01,3.508566e+02,1.914541e-03,7.690800e+00
1.406422e+01,3.424155e+02,1.914541e-03,7.515100e+00
1.406422e+01,3.312467e+02,1.914541e-03,7.299400e+00
1.406422e+01,3.170622e+02,1.914541e-03,7.023500e+00
1.406422e+01,2.994336e+02,1.914541e-03,6.666100e+00
1.406422e+01,2.777059e+02,1.914541e-03,6.245600e+00
1.406422e+01,2.508160e+02,1.914541e-03,5.699000e+00
1.406422e+01,2.168519e+02,1.914541e-03,5.000900e+00
1.406422e+01,1.716649e+02,1.914541e-03,4.059300e+00
1.406422e+01,1.011975e+02,1.914541e-03,2.528900e+00
1.520377e+01,1.144756e+02,1.891468e-03,2.572600e+00
1.520377e+01,1.941890e+02,1.891468e-03,4.140400e+00
1.520377e+01,2.453049e+02,1.891468e-03,5.109500e+00
1.520377e+01,2.837254e+02,1.891468e-03,5.835900e+00
1.520377e+01,3.141436e+02,1.891468e-03,6.386500e+00
1.520377e+01,3.387222e+02,1.891468e-03,6.840000e+00
1.520377e+01,3.586638e+02,1.891468e-03,7.199400e+00
1.520377e+01,3.747095e+02,1.891468e-03,7.484900e+00
1.520377e+01,3.873437e+02,1.891468e-03,7.697800e+00
1.520377e+01,3.968923e+02,1.891468e-03,7.874400e+00
1.520377e+01,4.035744e+02,1.891468e-03,7.997600e+00
1.520377e+01,4.075312e+02,1.891468e-03,8.067900e+00
1.520377e+01,4.088415e+02,1.891468e-03,8.085400e+00
1.520377e+01,4.075312e+02,1.891468e-03,8.067900e+00
1.520377e+01,4.035744e+02,1.891468e-03,7.997600e+00
1.520377e+01,3.968923e+02,1.891468e-03,7.874400e+00
1.520377e+01,3.873437e+02,1.891468e-03,7.697800e+00
1.520377e+01,3.747095e+02,1.891468e-03,7.484900e+00
1.520377e+01,3.586638e+02,1.891468e-03,7.199400e+00
1.520377e+01,3.387222e+02,1.891468e-03,6.840000e+00
1.520377e+01,3.141436e+02,1.891468e-03,6.386500e+00
1.520377e+01,2.837254e+02,1.891468e-03,5.835900e+00
1.520377e+01,2.453049e+02,1.891468e-03,5.109500e+00
1.520377e+01,1.941890e+02,1.891468e-03,4.140400e+00
1.520377e+01,1.144756e+02,1.891468e-03,2.572600e+00
1.641370e+01,1.295896e+02,1.864957e-03,2.690200e+00
1.641370e+01,2.198274e+02,1.864957e-03,4.319500e+00
1.641370e+01,2.776921e+02,1.864957e-03,5.335800e+00
1.641370e+01,3.211852e+02,1.864957e-03,6.073700e+00
1.641370e+01,3.556194e+02,1.864957e-03,6.664900e+00
1.641370e+01,3.834431e+02,1.864957e-03,7.115500e+00
1.641370e+01,4.060175e+02,1.864957e-03,7.495600e+00
1.641370e+01,4.241817e+02,1.864957e-03,7.790700e+00
1.641370e+01,4.384839e+02,1.864957e-03,8.018900e+00
1.641370e+01,4.492933e+02,1.864957e-03,8.197300e+00
1.641370e+01,4.568577e+02,1.864957e-03,8.326600e+00
1.641370e+01,4.613368e+02,1.864957e-03,8.391100e+00
1.641370e+01,4.628202e+02,1.864957e-03,8.423300e+00
1.641370e+01,4.613368e+02,1.864957e-03,8.391100e+00
1.641370e+01,4.568577e+02,1.864957e-03,8.326600e+00
1.641370e+01,4.492933e+02,1.864957e-03,8.197300e+00
1.641370e+01,4.384839e+02,1.864957e-03,8.018900e+00
1.641370e+01,4.241817e+02,1.864957e-03,7.790700e+00
1.641370e+01,4.060175e+02,1.864957e-03,7.495600e+00
1.641370e+01,3.834431e+02,1.864957e-03,7.115500e+00
1.641370e+01,3.556194e+02,1.864957e-03,6.664900e+00
1.641370e+01,3.211852e+02,1.864957e-03,6.073700e+00
1.641370e+01,2.776921e+02,1.864957e-03,5.335800e+00
1.641370e+01,2.198274e+02,1.864957e-03,4.319500e+00
1.641370e+01,1.295896e+02,1.864957e-03,2.690200e+00
1.770001e+01,1.467628e+02,1.835610e-03,2.765200e+00
1.770001e+01,2.489588e+02,1.835610e-03,4.453500e+00
1.770001e+01,3.144917e+02,1.835610e-03,5.493300e+00
1.770001e+01,3.637485e+02,1.835610e-03,6.275500e+00
1.770001e+01,4.027459e+02,1.835610e-03,6.875500e+00
1.770001e+01,4.342567e+02,1.835610e-03,7.346300e+00
1.770001e+01,4.598227e+02,1.835610e-03,7.737200e+00
1.770001e+01,4.803940e+02,1.835610e-03,8.035300e+00
1.770001e+01,4.965916e+02,1.835610e-03,8.287100e+00
1.770001e+01,5.088333e+02,1.835610e-03,8.463900e+00
